0,1,2,3
2016-10-21,2149.0360,2174.1653,2123.9067
2016-10-20,2150.2125,2175.9525,2124.4725
2016-10-19,2152.0045,2179.9224,2124.0866
2016-10-18,2152.9460,2181.0293,2124.8627
2016-10-17,2152.9540,2181.0221,2124.8858
2016-10-14,2153.5850,2179.7487,2127.4213
2016-10-13,2153.8940,2179.2093,2128.5787
2016-10-12,2154.6295,2178.2174,2131.0416
2016-10-11,2153.9590,2179.9094,2128.0086
2016-10-10,2153.4735,2181.0100,2125.9370
2016-10-07,2153.2425,2180.5095,2125.9755
2016-10-06,2151.9460,2181.3752,2122.5168
2016-10-05,2152.9725,2184.8884,2121.0567
2016-10-04,2154.2940,2189.2623,2119.3257
2016-10-03,2156.0935,2193.6983,2118.4887
2016-09-30,2157.0325,2196.0132,2118.0518
2016-09-29,2157.1620,2196.3080,2118.0160
2016-09-28,2158.1530,2197.6401,2118.6660
2016-09-27,2158.3905,2198.2481,2118.5329
2016-09-26,2159.4130,2200.4091,2118.4169
2016-09-23,2160.5600,2201.2847,2119.8353
2016-09-22,2160.9490,2201.9717,2119.9264
2016-09-21,2160.8620,2201.7538,2119.9703
2016-09-20,2162.0510,2204.4898,2119.6122
2016-09-19,2164.1950,2206.2434,2122.1466
2016-09-16,2166.4325,2207.6601,2125.2049
2016-09-15,2168.8255,2208.9855,2128.6655
2016-09-14,2170.5735,2209.8605,2131.2865
2016-09-13,2173.1925,2206.7490,2139.6359
2016-09-12,2176.3490,2203.1318,2149.5662
2016-09-09,2177.5995,2203.3484,2151.8506
2016-09-08,2180.4985,2192.6232,2168.3738
2016-09-07,2180.2080,2192.5190,2167.8970
2016-09-06,2179.9870,2192.0182,2167.9558
2016-09-02,2179.7075,2191.3766,2168.0384
2016-09-01,2179.8520,2191.6023,2168.1017
2016-08-31,2179.5215,2192.5655,2166.4775
2016-08-30,2179.1635,2193.4616,2164.8654
2016-08-29,2178.2090,2195.4403,2160.9777
2016-08-26,2177.7320,2195.2227,2160.2413
2016-08-25,2177.9600,2195.1070,2160.8130
2016-08-24,2177.8395,2195.1720,2160.5070
2016-08-23,2177.3965,2195.3919,2159.4011
2016-08-22,2176.5105,2194.2907,2158.7303
2016-08-19,2175.8025,2193.6774,2157.9276
2016-08-18,2175.3605,2192.8486,2157.8724
2016-08-17,2174.2680,2191.4331,2157.1029
2016-08-16,2173.8080,2190.5847,2157.0313
2016-08-15,2173.0895,2190.2865,2155.8926
2016-08-12,2171.9265,2187.4120,2156.4410
2016-08-11,2170.8110,2185.8503,2155.7717
2016-08-10,2169.7090,2183.3626,2156.0554
2016-08-09,2168.5560,2183.8574,2153.2546
2016-08-08,2167.0760,2182.7126,2151.4394
2016-08-05,2164.8895,2184.0261,2145.7529
2016-08-04,2162.2410,2185.0082,2139.4738
2016-08-03,2158.9235,2194.9994,2122.8476
2016-08-02,2155.7205,2199.9525,2111.4885
2016-08-01,2152.2965,2205.3211,2099.2719
2016-07-29,2148.9020,2205.3268,2092.4772
2016-07-28,2145.1650,2204.3827,2085.9473
2016-07-27,2140.2005,2206.4660,2073.9349
2016-07-26,2133.6760,2212.7295,2054.6224
2016-07-25,2125.2440,2221.4625,2029.0255
2016-07-22,2118.6905,2219.9589,2017.4220
2016-07-21,2115.6050,2213.5241,2017.6858
2016-07-20,2111.6190,2207.6145,2015.6235
2016-07-19,2107.4130,2199.5736,2015.2523
2016-07-18,2103.3865,2192.3250,2014.4480
2016-07-15,2098.6030,2183.5672,2013.6387
2016-07-14,2094.4155,2174.6433,2014.1876
2016-07-13,2089.8030,2163.9311,2015.6749
2016-07-12,2085.9475,2154.4533,2017.4417
2016-07-11,2082.2935,2143.7169,2020.8701
2016-07-08,2080.2390,2136.7354,2023.7426
2016-07-07,2079.5180,2133.7850,2025.2510
2016-07-06,2080.5790,2137.0281,2024.1300
2016-07-05,2081.1990,2138.7377,2023.6604
2016-07-01,2082.2420,2141.0188,2023.4652
2016-06-30,2082.0510,2140.5817,2023.5203
2016-06-29,2082.3710,2141.3341,2023.4079
2016-06-28,2083.7990,2142.9522,2024.6458
2016-06-27,2086.8420,2141.9911,2031.6929
2016-06-24,2091.7680,2130.2986,2053.2374
2016-06-23,2094.4025,2123.8379,2064.9671
2016-06-22,2093.2635,2121.4178,2065.1092
2016-06-21,2092.7940,2121.7554,2063.8326
2016-06-20,2090.7510,2125.6741,2055.8280
2016-06-17,2089.2045,2127.8592,2050.5498
2016-06-16,2087.6455,2131.2713,2044.0198
2016-06-15,2086.1275,2132.9847,2039.2704
2016-06-14,2084.9130,2134.4086,2035.4174
2016-06-13,2084.4800,2134.4529,2034.5071
2016-06-10,2082.8575,2135.4666,2030.2484
2016-06-09,2081.2595,2134.1072,2028.4118
2016-06-08,2078.7085,2129.5916,2027.8254
2016-06-07,2076.9720,2124.4784,2029.4656
2016-06-06,2074.3000,2119.5541,2029.0459
2016-06-03,2071.6865,2114.4996,2028.8734
2016-06-02,2069.2615,2111.0645,2027.4585
2016-06-01,2066.5545,2105.6035,2027.5055
2016-05-31,2064.7565,2100.7992,2028.7139
2016-05-27,2063.9805,2097.8181,2030.1429
2016-05-26,2062.2925,2092.0888,2032.4963
2016-05-25,2061.5780,2089.2848,2033.8712
2016-05-24,2061.8085,2090.5332,2033.0838
2016-05-23,2062.5905,2093.5863,2031.5947
2016-05-20,2064.5780,2096.6654,2032.4906
2016-05-19,2066.5410,2100.1559,2032.9261
2016-05-18,2069.1130,2102.0892,2036.1368
2016-05-17,2071.8515,2106.3005,2037.4025
2016-05-16,2074.5310,2109.2322,2039.8298
2016-05-13,2075.9150,2111.4481,2040.3819
2016-05-12,2077.6210,2110.5427,2044.6993
2016-05-11,2078.5545,2110.9454,2046.1636
2016-05-10,2079.4525,2111.2204,2047.6846
2016-05-09,2078.3190,2110.9085,2045.7295
2016-05-06,2077.4840,2112.7853,2042.1826
2016-05-05,2077.0070,2113.6282,2040.3858
2016-05-04,2076.5710,2114.6178,2038.5242
2016-05-03,2077.3480,2113.8889,2040.8071
2016-05-02,2076.4380,2115.1670,2037.7090
2016-04-29,2075.6730,2114.5814,2036.7646
2016-04-28,2076.0470,2114.6923,2037.4017
2016-04-27,2075.2435,2114.5378,2035.9491
2016-04-26,2073.6835,2112.1616,2035.2053
2016-04-25,2071.8490,2110.2147,2033.4833
2016-04-22,2069.3120,2109.7787,2028.8453
2016-04-21,2066.5300,2108.1252,2024.9348
2016-04-20,2063.7915,2105.6664,2021.9166
2016-04-19,2061.1615,2099.4612,2022.8617
2016-04-18,2058.7015,2092.5645,2024.8385
2016-04-15,2056.4635,2086.2844,2026.6425
